Titulo,Estreno,Pais,Idiomas,Direccion,Nota,Productoras,Clasificacion,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Premios,Sinopsis,Genero1,Genero2,Duracion
Sin salida (Trabajo mortal),2014,Estados Unidos,Ingles,Joe Johnston,4.7,Toho Company,NR,Max Minghella, JJ Feild, Eloise Mumford, Christian Clemenson, Tom Gallop, Molly Hagan,Mejor Guión,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Thriller,,
Black Snake Moan,2006,Estados Unidos,Ingles,Craig Brewer,6.1,Lionsgate Films,G,Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran Jr., David Banner,,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Drama, Romance,60
El encuentro,2007,Estados Unidos,Ingles,Bill Corcoran,4.3,Paramount Pictures,G,Melissa Gilbert, Brad Johnson, Liana Liberato, Rebecca Staab, Martin Papazian, Michael DeLorenzo,,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Romance,,90
Las manzanas de Adam,2005,Dinamarca,,Anders Thomas Jensen,7.1,Miramax,R,Ulrich Thomsen, Mads Mikkelsen, Nicolas Bro, Ali Kazim, Paprika Steen, Ole Thestrup,Mejor Película,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",Comedia,,45
Midnight Hair,2014,China,Chino,Liu Ning,3.7,New Line Cinema,G,Daniella Wang, Lee Wei, Xuan Lu, Yang Zitong, Xiangyu Dai, Sun Guitian,,,Intriga, Terror,90
Exit,2019,Corea del Sur,Coreano,Lee Sang-geun,6,Miramax Films,NR,Jo Jeong-Seok, Ko Du-shim, Park In-hwan, Ji-yeong Kim, Yoo-ram Bae, Kang Ki-young,Mejor Director,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,Acción,,90
Sueño y silencio,2012,España,Español,Jaime Rosales,5.6,Columbia Pictures,PG,Yolanda Galocha, Oriol Roselló, Jaume Terradas, Laura Latorre, Alba Ros Montet, Celia Correas,,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drama,,120
Cry Wolf,2005,Estados Unidos,Ingles,Jeff Wadlow,4.9,Lionsgate Films,PG,Julian Morris, Lindy Booth, Jared Padalecki, Jon Bon Jovi, Sandra McCoy, Kristy Wu,,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Terror,,90
"Casanova, su último amor ",2019,Francia,Frances,Benoît Jacquot,4.9,Screen Gems,PG-13,Vincent Lindon, Stacy Martin, Valeria Golino, Catherine Bailey, Jesuthasan Antonythasan, Olivia Ross,,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Romance,,90
Aurora,2018,Filipinas,,Yam Laranas,4.4,Lionsgate Films,G,Anne Curtis, Marco Gumabao, Sue Prado, Allan Paule, Mercedes Cabral, Andrea Del Rosario,Mejor Actor Principal,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Terror,,90
Muay Thai Girls,2005,Estados Unidos,Ingles,"Jennifer Ferrara, Thomas Weber",4.3,DreamWorks Pictures,PG-13,Gina Carano, LaTasha Marzolla, Ardra Hernández, Lisa King, Master Toddy, Christine Toledo,,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Acción,,
Alena,2015,Suecia,,Daniel di Grado,4.6,Toho Company,G,Helena af Sandeberg, Johan Ehn, Ulrika Ellemark, Malin Persson, Marie Senghore, Fanny Klefelt,,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Terror,,90
Iceman,2014,Hong Kong,Chino,Law Wing-Cheong,4,Paramount Pictures,G,Donnie Yen, Eva Huang, Yu Kang, Simon Yam, Lam Suet, Tony Ho,Mejor Guión,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Acción, Ciencia ficción,90
Jekyll  Hyde,2006,Estados Unidos,Ingles,Nick Stillwell,4.1,Lionsgate Films,PG-13,Bryan Fisher, Bree Turner, Jeff Roop, Zachary Bennett, Maria del Mar, Jamie Chirgwin,,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,Terror, Thriller,90
After Earth,2013,Estados Unidos,Ingles,M. Night Shyamalan,4.2,Canal,PG,Jaden Smith, Will Smith, Sophie Okonedo, Zöe Kravitz, Kristofer Hivju, Sacha Dhawan,,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Acción, Aventuras,60
La guerra de los drones,2016,Estados Unidos,Ingles,Jack Perez,2.2,Paramount Pictures,PG,Kaden Vu, Melorine Adler, Jake Allyn, Jolene Andersen, Adrian Avila, Paige Lauren Billiot,,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Acción, Ciencia ficción,120
Hinchas radicales,2020,Italia,Italiano,Francesco Lettieri,5.5,MGM Studios,PG-13,Aniello Arena, Ciro Nacca, Simone Borrelli, Daniele Vicorito, Salvatore Pelliccia, Antonia Truppo,,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Drama,,
Sebastian,2017,Canadá,Ingles,James Fanizza,4.8,Village Roadshow Pictures,G,Alex House, James Fanizza, Katya Zamolodchikova, Guifre Bantjes-Rafols, Leah Doz, Amanda Martínez,Mejor Fotografía,,Romance,,60
Belle du Seigneur,2012,Francia,Frances,Glenio Bonder,3.9,Legendary Pictures,G,Jonathan Rhys Meyers, Natalia Vodianova, Ed Stoppard, Marianne Faithfull, Maria Bonnevie, Janine Horsburgh,,Donec semper sapien a libero. Nam dui.,Romance,,60
Dark Warrior,2007,Estados Unidos,Ingles,Jason Yee,4.1,Village Roadshow Pictures,G,Jason Yee, Thomas Braxton Jr., Cung Le,,,,Mejor Película,Sed accumsan felis. Ut at dolor quis odio consequat varius.,Acción, Thriller,60
Van Wilder: Animal Party,2002,Estados Unidos,Ingles,Walt Becker,5.3,Participant Media,PG,Ryan Reynolds, Tara Reid, Tim Matheson, Paul Gleason, Kal Penn, Teck Holmes,,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Comedia,,120
Coin Locker Girl,2015,Corea del Sur,Coreano,Han Jun-hee,6.6,Amblin Partners,G,Park Bo-gum, Kim Go-eun, Kim Hye-soo, Go Kyung-pyo, Eom Tae-gu, Lee Sang-Hee,,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Thriller,,
Ava's Possessions,2015,Estados Unidos,Ingles,Jordan Galland,5,Lionsgate,PG,Louisa Krause, Jemima Kirke, Carol Kane, William Sadler, Alysia Reiner, Whitney Able,,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",Intriga, Terror,90
Astronaut: The Last Push,2012,Estados Unidos,Ingles,Eric Hayden,5.2,Relativity Media,G,Khary Payton, Lance Henriksen, Brian Baumgartner, James Madio, Alec Gillis, Tom Woodruff Jr.,,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",Ciencia ficción,,60
TiMER,2009,Estados Unidos,Ingles,Jac Schaeffer,5.8,Paramount Pictures,G,Emma Caulfield, Michelle Borth, John Patrick Amedori, Desmond Harrington, JoBeth Williams, Bianca Brockl,,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Drama, Fantástico,90
Código Fuente,2011,Estados Unidos,Ingles,Duncan Jones,6.5,Village Roadshow Pictures,PG,Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright, Russell Peters, Michael Arden,,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",Acción, Ciencia ficción,60
Detective Deketto,2014,España,Español,"Venga Monjas, Xavi Daura, Esteban Navarro",5.7,Working Title Films,PG,Marga Castells, Jordi Pau, Alba José, Txema García, Didac Alcaraz, David Pareja,,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Comedia,,
Route Irish,2010,Reino Unido,Ingles,Ken Loach,6.2,Paramount Pictures,PG-13,Mark Womack, Andrea Lowe, John Bishop, Trevor Williams, Talib Rasool, Stephen Lord,Mejor Actor Principal,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drama, Thriller,45
El reverso oscuro de Emma Callan,2008,Estados Unidos,Ingles,Mary Lambert,3.1,Miramax Films,PG-13,Elisabeth Moss, Jason Lewis, Tom Malloy, John Savage, Catherine Mary Stewart, Alexandra Daddario,,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Terror,,60
Alto,2015,Estados Unidos,Ingles,Mikki del Monico,3.5,Miramax,PG-13,Annabella Sciorra, Ward Horton, Billy Wirth, Natalie Knepp, Lin Tucci, David Valcin,Mejor Actor de Reparto,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,Romance,,120
Amateur,2018,Estados Unidos,Ingles,Ryan Koo,5.4,Miramax Films,G,Josh Charles, Michael Rainey Jr., Sharon Leal, Brian J. White, Collin Blackford, Ashlee Brian,Mejor Guión,Aliquam non mauris. Morbi non lectus.,Drama,,60
La era de la estupidez,2009,Reino Unido,Ingles,Franny Armstrong,6.6,Columbia Pictures,G,Pete Postlethwaite,,,,,,Mejor Edición,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Ciencia ficción,,60
Skybound,2017,Alemania,Aleman,Alex Tavakoli,2.9,Miramax,NR,Scarlett Byrne, Gavin Stenhouse, Rick Cosnett, Morten Suurballe, Tyler Fayose, Carla Carolina Pimentel,Mejor Guión,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Acción, Thriller,90
The Invisible Woman (La mujer invisible),2013,Reino Unido,Ingles,Ralph Fiennes,5.7,Miramax,PG,Ralph Fiennes, Felicity Jones, Michelle Fairley, Kristin Scott Thomas, Tom Hollander, Perdita Weeks,Mejor Actriz Principal,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",Drama, Romance,45
La cola del tigre,2006,Irlanda,,John Boorman,5.2,Lucasfilm,PG-13,Brendan Gleeson, Kim Cattrall, Sinead Cusack, Ciarán Hinds, Brian Gleeson, Ruth McCabe,Mejor Edición,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Intriga, Thriller,60
Amando deprisa,2018,Estados Unidos,Ingles,Robert D. Siegel,3.8,Screen Gems,PG,Emily Ratajkowski, Spencer Boldman, Lucas Salvagno, Kathrine Narducci, Noah Robbins, Gino Cafarelli,Mejor Guión,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Romance,,150
El mundo alrededor,2005,España,Español,Alejandro Calvo-Sotelo,4.5,Amblin Partners,PG,Antonio Molero, Elena Seguí, Óscar Zafra, Críspulo Cabezas, Julieta Gómez, Luis Tosar,,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Comedia,,120
American Summer,2010,Estados Unidos,Ingles,J.B. Rogers,3.5,Village Roadshow Pictures,PG,Matthew Lillard, Brett Davern, Rachelle Lefevre, Efren Ramirez, Simona Fusco, Tom Arnold,Mejor Director,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Comedia,,60
Inhale,2010,Estados Unidos,Ingles,Baltasar Kormákur,5.8,DreamWorks Pictures,PG-13,Diane Kruger, Dermot Mulroney, Rosanna Arquette, Sam Shepard, Jordi Mollà, Mia Stallard,,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Acción, Drama,90
La leyenda de Ragnarok,2013,Noruega,,Mikkel Brænne Sandemose,3.8,Toho Company,PG,Nicolai Cleve Broch, Bjørn Sundquist, Sofia Helin, Maria Annette Tanderød Berglyd, Julian Podolski, Pål Sverre Hagen,Mejor Actor Principal,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,Acción, Aventuras,120
La huérfana,2009,Estados Unidos,Ingles,Jaume Collet-Serra,6.1,DreamWorks Pictures,NC-17,Isabelle Fuhrman, Vera Farmiga, Peter Sarsgaard, Jimmy Bennett, Aryana Engineer, Margo Martindale,,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Intriga, Terror,90
Belzebuth,2018,México,Español,Emilio Portes,5.6,Walt Disney Pictures,PG-13,Joaquín Cosío, Tobin Bell, Giovanna Zacarías, Tate Ellington, Yunuen Pardo, José Sefami,,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Terror,,150
A la mala,2015,México,Español,Pedro Pablo Ibarra,5,Miramax,PG,Aislinn Derbez, Mauricio Ochmann, Luis Arrieta, Aurora Papile, Daniela Schmidt, Juan Diego Covarrubias,Mejor Fotografía,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Comedia, Romance,90
Corrupción en el poder,2010,Canadá,Ingles,George Hickenlooper,5.3,Legendary Pictures,PG-13,Kevin Spacey, Barry Pepper, Kelly Preston, Rachelle Lefevre, Jon Lovitz, Eric Schweig,Mejor Actor Principal,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",Comedia,,90
Z. La ciudad perdida,2016,Estados Unidos,Ingles,James Gray,5.9,Relativity Media,PG-13,Charlie Hunnam, Sienna Miller, Tom Holland, Robert Pattinson, Angus MacFadyen, Bobby Smalldridge,Mejor Actriz Principal,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",Aventuras, Drama,90
Broken Notes,2008,España,Español,Alex Slevin,4.3,Walt Disney Pictures,PG-13,Ana Miralles, Estefanía García, Jose M. Payá, Raquel Alarcón,,,,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,Intriga, Terror,120
Traición en la montaña (Ascenso mortal),2004,Estados Unidos,Ingles,Rex Piano,2.6,Columbia Pictures,PG,Nicole Eggert, Marc Singer, George Stults, Joe MacLeod, Bruce Dawson, Garvin Cross,,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,Acción, Aventuras,90
Bloody Bloody Bible Camp,2012,Estados Unidos,Ingles,Vito Trabucco,2.8,Miramax,PG-13,Reggie Bannister, Tim Sullivan, Ron Jeremy, Ivet Corvea, Matthew Aidan, Jessica Sonneborn,Mejor Fotografía,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",Terror,,120
Qué pelo más guay,2012,España,Español,Borja Echeverría,4,Miramax,PG-13,Santiago Molero, Rulo Pardo,,,,,Mejor Guión,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Thriller,,150
Plan B,2009,Argentina,Español,Marco Berger,6.4,Toho Company,G,Manuel Vignau, Lucas Ferraro, Mercedes Quinteros, Damián Canduci, Ana Lucia Antony, Carolina Stegmayer,,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Drama, Comedia,150
Babycall,2011,Noruega,,Pål Sletaune,5.1,Miramax,R,Noomi Rapace, Kristoffer Joner, Vetle Qvenild Werring, Stig R. Amdam, Maria Bock, Torkil Johannes Swensen Høeg,,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Intriga, Thriller,90
Popstar,2005,Estados Unidos,Ingles,Richard Gabai,2.9,Miramax,G,Aaron Carter, Alana Austin, David Cassidy, Kimberly Jeppson, Adrianne Palicki, Mary Elise Hayden,Mejor Guión,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Comedia,,45
Mariposa,2015,Argentina,Español,Marco Berger,5.3,Lionsgate,PG-13,Ailin Salas, Javier De Pietro, Julian Infantino, Malena Villa, Jorge Diez, María Laura Cali,,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Fantástico, Romance,150
Gwen,2018,Reino Unido,Ingles,William McGregor,5.4,Miramax,PG,Eleanor Worthington-Cox, Maxine Peake, Richard Harrington, Mark Lewis Jones, Kobna Holdbrook-Smith, Richard Elfyn,Mejor Diseño de Producción,Phasellus in felis. Donec semper sapien a libero.,Thriller,,120
Blood Rain,2005,Corea del Sur,Coreano,Kim Dae-seung,5.8,Paramount Pictures,PG,Chang Suk-won, Cha Seung-won, Ji-na Choi, Choi Chong-won, Jeong Gyu-su, Jeon Ho-jin,,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Intriga, Thriller,45
Caos calmo,2008,Italia,Italiano,Antonello Grimaldi,6.5,Miramax,PG-13,Nanni Moretti, Valeria Golino, Isabella Ferrari, Alessandro Gassman, Blu Yoshimi, Hippolyte Girardot,,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",Drama,,90
Arcadia,2016,Reino Unido,Ingles,Tom Large,3.6,Marvel Studios,PG,Thomas Coombes, Gillian MacGregor, Akie Kotabe, Rufus Wright, Sid Phoenix, Marc Baylis,,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,Acción, Ciencia ficción,45
El secreto del cofre de Midas,2013,Reino Unido,Ingles,Jonathan Newman,4.1,Paramount Pictures,G,Michael Sheen, Lena Headey, Sam Neill, Ioan Gruffudd, Aneurin Barnard, Keeley Hawes,,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Aventuras, Fantástico,90
Conocerás al hombre de tus sueños,2010,Estados Unidos,Ingles,Woody Allen,5.9,Legendary Entertainment,PG-13,Josh Brolin, Anthony Hopkins, Naomi Watts, Freida Pinto, Antonio Banderas, Gemma Jones,,Suspendisse potenti. Nullam porttitor lacus at turpis.,Drama, Comedia,
